customer_id,segment_name,recency,frequency,monetary,ticket_count,sessions_30d
CUST00044,Potential Loyalists,72,3,2724.09,1.0,6
CUST00045,At Risk,96,1,413.75,0.0,6
CUST00046,At Risk,127,1,489.87,0.0,7
CUST00047,At Risk,204,1,764.43,0.0,2
CUST00048,Potential Loyalists,61,4,2450.45,1.0,12
CUST00049,Potential Loyalists,8,1,380.83,0.0,4
CUST00050,Potential Loyalists,0,3,2466.39,1.0,3
CUST00051,At Risk,210,4,4444.3,2.0,6
CUST00052,Potential Loyalists,55,3,2807.14,1.0,7
CUST00053,Potential Loyalists,25,4,4192.59,2.0,9
CUST00054,Potential Loyalists,6,1,489.85,0.0,3
CUST00055,Potential Loyalists,3,3,1308.35,1.0,6
CUST00056,Potential Loyalists,9,4,3530.41,1.0,3
CUST00057,At Risk,136,2,2510.83,0.0,7
CUST00058,Potential Loyalists,42,4,2451.54,0.0,2
CUST00059,Potential Loyalists,2,3,2852.63,0.0,3
CUST00060,At Risk,145,1,293.22,0.0,5
CUST00061,Potential Loyalists,14,4,1966.0900000000001,1.0,4
CUST00062,Potential Loyalists,21,4,2805.19,1.0,9
CUST00063,At Risk,216,1,397.69,1.0,0
CUST00064,Potential Loyalists,2,1,654.93,0.0,8
CUST00065,Potential Loyalists,6,1,1911.67,0.0,3
CUST00066,Loyal Customers,320,5,4598.95,1.0,11
CUST00067,Potential Loyalists,63,2,1246.44,1.0,1
CUST00068,At Risk,346,3,2123.66,1.0,5
CUST00069,Potential Loyalists,29,2,874.47,0.0,9
CUST00070,Potential Loyalists,38,1,542.98,0.0,1
CUST00071,Potential Loyalists,32,1,2062.5,1.0,1
CUST00072,At Risk,90,4,2587.02,0.0,7
CUST00073,Champions,8,5,4077.07,0.0,7
CUST00074,Potential Loyalists,7,4,2523.65,1.0,14
CUST00075,Champions,3,9,6791.61,4.0,10
CUST00076,Potential Loyalists,20,2,1385.27,0.0,17
CUST00077,At Risk,109,1,394.32,0.0,0
CUST00078,At Risk,139,1,894.45,1.0,5
CUST00079,At Risk,191,1,619.57,0.0,2
CUST00080,Potential Loyalists,50,3,2563.41,0.0,11
CUST00081,Champions,19,8,5311.16,3.0,12
CUST00082,At Risk,254,3,1671.25,0.0,7
CUST00083,At Risk,89,2,806.87,1.0,9
CUST00084,At Risk,167,1,1273.18,0.0,11
CUST00085,Potential Loyalists,14,1,1257.8,0.0,8
CUST00086,Champions,21,5,2195.41,1.0,7
CUST00087,Potential Loyalists,44,1,933.58,0.0,1
CUST00088,Loyal Customers,98,12,6774.5,1.0,9
CUST00089,At Risk,165,2,2825.75,0.0,12
CUST00090,Loyal Customers,80,4,1966.31,1.0,5
CUST00091,Loyal Customers,90,4,3726.87,1.0,9
CUST00092,Potential Loyalists,21,1,430.85,0.0,1
CUST00093,Potential Loyalists,85,1,759.64,0.0,16
CUST00094,Loyal Customers,183,4,3557.43,2.0,6
CUST00095,Potential Loyalists,65,1,372.65,1.0,10
CUST00096,Potential Loyalists,61,3,1563.75,1.0,12
CUST00097,Champions,1,7,4703.46,2.0,0
CUST00098,At Risk,184,2,1843.57,1.0,8
CUST00099,Loyal Customers,144,5,3410.87,1.0,4
CUST00100,Potential Loyalists,70,1,372.37,0.0,1
CUST00101,Loyal Customers,108,5,3514.87,2.0,2
CUST00102,Potential Loyalists,83,1,732.65,0.0,2
CUST00103,Potential Loyalists,21,1,1469.96,0.0,6
CUST00104,At Risk,93,1,955.63,0.0,3
CUST00105,Potential Loyalists,46,1,2052.43,0.0,1
CUST00106,Loyal Customers,61,7,4352.11,1.0,5
CUST00107,Potential Loyalists,12,3,3548.15,0.0,2
CUST00108,Potential Loyalists,44,1,1074.5,1.0,5
CUST00109,Loyal Customers,92,5,3837.05,0.0,1
CUST00110,Champions,35,6,3922.07,2.0,4
CUST00111,At Risk,178,1,1135.09,0.0,3
CUST00112,Champions,0,8,5576.25,1.0,4
CUST00113,Potential Loyalists,28,2,1601.31,0.0,17
CUST00114,Loyal Customers,239,6,5133.53,1.0,3
CUST00115,At Risk,159,1,596.54,1.0,12
CUST00116,Loyal Customers,143,6,5635.9,0.0,10
CUST00117,Loyal Customers,123,4,2534.33,0.0,2
CUST00118,Potential Loyalists,27,1,689.56,0.0,2
CUST00119,Potential Loyalists,69,3,2848.36,1.0,12
CUST00120,Potential Loyalists,26,1,261.95,0.0,6
CUST00121,Potential Loyalists,27,2,2496.0299999999997,0.0,5
CUST00122,At Risk,106,2,2048.93,0.0,10
CUST00123,Loyal Customers,102,6,2989.07,3.0,2
CUST00124,Loyal Customers,194,4,2570.5,0.0,5
CUST00125,Potential Loyalists,8,2,1698.4,0.0,0
CUST00126,Potential Loyalists,57,2,1260.02,0.0,5
CUST00127,Potential Loyalists,24,2,729.55,0.0,3
CUST00128,Potential Loyalists,19,2,1716.68,0.0,15
CUST00129,Potential Loyalists,83,3,3369.08,2.0,7
CUST00130,At Risk,88,1,1272.47,0.0,9
CUST00131,Loyal Customers,67,6,6830.01,0.0,4
CUST00132,Loyal Customers,117,5,4876.780000000001,0.0,1
CUST00133,Loyal Customers,54,8,5982.58,1.0,5
CUST00134,Champions,35,5,4075.34,3.0,11
CUST00135,Loyal Customers,333,4,2534.18,0.0,3
CUST00136,Potential Loyalists,71,1,514.9,0.0,7
CUST00137,At Risk,177,2,1035.87,0.0,4
CUST00138,Potential Loyalists,61,1,905.11,0.0,5
CUST00139,Potential Loyalists,28,2,1715.4,2.0,5
CUST00140,Champions,6,4,3768.34,2.0,14
CUST00141,Potential Loyalists,28,1,647.85,0.0,4
CUST00142,Loyal Customers,169,5,1880.0,0.0,2
CUST00143,Champions,32,6,7407.96,0.0,5
CUST00144,Loyal Customers,86,9,6186.54,3.0,8
CUST00145,Potential Loyalists,30,1,502.35,0.0,0
CUST00146,Loyal Customers,108,5,5942.68,1.0,4
CUST00147,Potential Loyalists,84,3,2809.3199999999997,1.0,1
CUST00148,Champions,4,4,3013.01,1.0,5
CUST00149,Potential Loyalists,8,1,787.94,0.0,8
CUST00150,Potential Loyalists,45,3,1355.63,0.0,6
CUST00151,Loyal Customers,62,7,5530.69,3.0,7
CUST00152,Champions,46,7,4989.280000000001,4.0,19
CUST00153,Potential Loyalists,3,1,977.12,0.0,6
CUST00154,Champions,10,8,7145.24,0.0,8
CUST00155,Potential Loyalists,2,3,2024.8,0.0,6
CUST00156,Potential Loyalists,34,2,4241.75,1.0,14
CUST00157,Champions,0,5,2269.91,1.0,3
CUST00158,At Risk,155,1,812.34,0.0,8
CUST00159,At Risk,474,2,3713.77,0.0,0
CUST00160,At Risk,177,2,1064.66,1.0,4
CUST00161,Champions,20,4,4490.9,0.0,7
CUST00162,At Risk,91,2,1194.5900000000001,0.0,2
CUST00163,Potential Loyalists,70,1,275.41,0.0,3
CUST00164,Loyal Customers,222,5,4657.03,1.0,1
CUST00165,At Risk,103,3,1825.77,0.0,2
CUST00166,Potential Loyalists,15,1,1269.41,1.0,1
CUST00167,At Risk,219,1,423.24,0.0,0
CUST00168,Loyal Customers,85,4,4159.16,0.0,2
CUST00169,At Risk,222,1,1799.45,0.0,1
CUST00170,Champions,9,10,6759.48,1.0,5
CUST00171,Potential Loyalists,12,1,1077.78,0.0,9
CUST00172,Champions,8,7,4910.65,3.0,5
CUST00173,Loyal Customers,79,5,1431.69,1.0,10
CUST00174,Loyal Customers,86,6,2361.28,2.0,14
CUST00175,Loyal Customers,59,4,3568.3199999999997,1.0,5
CUST00176,Potential Loyalists,37,3,3830.31,0.0,12
CUST00177,Potential Loyalists,82,2,1003.66,0.0,12
CUST00178,Champions,5,8,5602.76,4.0,10
CUST00179,Potential Loyalists,38,3,1585.62,2.0,11
CUST00180,At Risk,96,2,1570.85,1.0,9
CUST00181,Potential Loyalists,6,1,1107.73,0.0,7
CUST00182,Potential Loyalists,31,1,305.3,0.0,12
CUST00183,At Risk,152,3,3246.8900000000003,1.0,1
CUST00184,Champions,14,5,5072.85,2.0,6
CUST00185,Loyal Customers,114,7,4179.18,0.0,11
CUST00186,Potential Loyalists,41,1,714.65,1.0,2
CUST00187,At Risk,149,3,1344.75,1.0,0
CUST00188,Champions,29,7,5810.17,3.0,11
CUST00189,Loyal Customers,140,9,5900.65,3.0,10
CUST00190,Potential Loyalists,6,1,482.88,1.0,6
CUST00191,Potential Loyalists,28,1,149.0,0.0,6
CUST00192,Potential Loyalists,55,3,2263.95,0.0,8
CUST00193,At Risk,157,1,424.74,0.0,3
CUST00194,Loyal Customers,80,5,3878.09,3.0,13
CUST00195,Potential Loyalists,23,1,654.27,1.0,5
CUST00196,Potential Loyalists,24,2,1272.38,1.0,1
CUST00197,Champions,15,9,8552.59,3.0,11
CUST00198,Champions,37,9,7595.96,2.0,1
CUST00199,Champions,6,4,3273.56,1.0,3
CUST00200,Champions,15,6,6239.45,1.0,7
CUST00201,Loyal Customers,93,7,6691.56,2.0,3
CUST00202,At Risk,141,1,1220.26,0.0,9
CUST00203,At Risk,114,2,743.3499999999999,0.0,6
CUST00204,Champions,42,5,2706.75,0.0,17
CUST00205,Champions,30,5,3202.69,0.0,13
CUST00206,Loyal Customers,118,10,6479.7,3.0,7
CUST00207,Potential Loyalists,18,1,193.1,0.0,11
CUST00208,Loyal Customers,91,6,6865.35,1.0,2
CUST00209,Loyal Customers,279,5,3422.88,1.0,3
CUST00210,At Risk,128,2,1254.8700000000001,0.0,3
CUST00211,Loyal Customers,90,5,27215.920000000002,1.0,4
CUST00212,At Risk,204,3,2071.6800000000003,0.0,3
CUST00213,At Risk,86,2,1680.61,2.0,2
CUST00214,Potential Loyalists,64,1,1427.16,0.0,3
CUST00215,Potential Loyalists,34,3,1564.1,1.0,8
CUST00216,Potential Loyalists,48,1,1349.42,1.0,7
CUST00217,Potential Loyalists,79,3,1179.94,0.0,2
CUST00218,Potential Loyalists,23,2,1492.68,0.0,1
CUST00219,Loyal Customers,154,6,2782.79,1.0,3
CUST00220,Potential Loyalists,25,3,1450.4099999999999,1.0,14
CUST00221,Potential Loyalists,7,2,781.03,0.0,16
CUST00222,At Risk,186,2,1259.5,1.0,1
CUST00223,At Risk,103,1,757.58,1.0,1
CUST00224,At Risk,89,2,1839.95,1.0,1
CUST00225,At Risk,88,3,3012.6,0.0,3
CUST00226,Potential Loyalists,54,3,2345.42,1.0,6
CUST00227,Loyal Customers,153,6,4383.02,2.0,0
CUST00228,Loyal Customers,82,7,4150.72,2.0,6
CUST00229,Loyal Customers,92,5,3077.41,1.0,8
CUST00230,Champions,37,8,7503.74,2.0,17
CUST00231,Potential Loyalists,23,3,1558.41,0.0,6
CUST00232,Potential Loyalists,55,1,786.26,0.0,2
CUST00233,At Risk,361,3,1626.9899999999998,0.0,5
CUST00234,Champions,17,4,2458.9700000000003,0.0,6
CUST00235,Loyal Customers,125,4,2278.82,0.0,2
CUST00236,Potential Loyalists,62,1,782.89,1.0,8
CUST00237,Champions,15,4,3607.29,0.0,8
CUST00238,Potential Loyalists,78,2,2181.78,2.0,1
CUST00239,At Risk,320,1,208.1,0.0,4
CUST00240,Potential Loyalists,56,2,2277.31,1.0,4
CUST00241,Potential Loyalists,6,3,3041.48,0.0,12
CUST00242,Loyal Customers,82,6,3655.25,0.0,11
CUST00243,Loyal Customers,69,4,3129.06,1.0,3
CUST00244,At Risk,144,2,2449.86,0.0,1
CUST00245,Potential Loyalists,73,2,1245.78,0.0,6
CUST00246,Potential Loyalists,52,3,1985.72,1.0,6
CUST00247,Loyal Customers,57,11,5611.35,3.0,5
CUST00248,Loyal Customers,71,7,4187.5599999999995,0.0,2
CUST00249,At Risk,162,3,1761.46,0.0,5
CUST00250,Potential Loyalists,35,1,837.19,0.0,6
CUST00251,Potential Loyalists,41,1,966.73,1.0,14
CUST00252,Loyal Customers,190,6,5194.02,0.0,4
CUST00253,At Risk,191,3,1901.1299999999999,0.0,3
CUST00254,Loyal Customers,183,4,3041.57,0.0,4
CUST00255,Champions,22,6,4806.29,2.0,10
CUST00256,At Risk,181,2,1727.8400000000001,1.0,1
CUST00257,Potential Loyalists,55,2,1042.47,0.0,7
CUST00258,Champions,42,10,6259.64,1.0,7
CUST00259,At Risk,192,1,1519.33,0.0,0
CUST00260,Potential Loyalists,2,2,1820.81,0.0,7
CUST00261,Potential Loyalists,51,1,350.44,0.0,0
CUST00262,Potential Loyalists,9,2,1318.44,0.0,5
CUST00263,Champions,25,12,7940.0,6.0,15
CUST00264,Potential Loyalists,31,2,671.0999999999999,1.0,7
CUST00265,Potential Loyalists,77,1,510.24,0.0,7
CUST00266,Loyal Customers,158,4,5306.62,2.0,1
CUST00267,Champions,29,4,4026.2300000000005,2.0,8
CUST00268,Potential Loyalists,9,3,2097.02,1.0,6
CUST00269,Potential Loyalists,30,3,2563.9300000000003,1.0,11
CUST00270,Potential Loyalists,75,2,968.72,0.0,8
CUST00271,Champions,32,4,3933.98,0.0,1
CUST00272,Champions,12,13,13721.27,0.0,7
CUST00273,Champions,13,8,6009.55,4.0,7
CUST00274,Potential Loyalists,71,1,695.0,0.0,1
CUST00275,Loyal Customers,241,6,3879.21,1.0,5
CUST00276,Loyal Customers,47,6,8721.42,0.0,9
CUST00277,Potential Loyalists,2,3,1630.27,0.0,2
CUST00278,Loyal Customers,69,4,2768.06,2.0,7
CUST00279,Champions,12,8,5366.55,1.0,9
CUST00280,Champions,10,8,7231.759999999999,0.0,6
CUST00281,Potential Loyalists,35,2,1161.06,0.0,3
CUST00282,At Risk,296,2,774.76,1.0,1
CUST00283,Champions,18,10,7871.0,4.0,8
CUST00284,At Risk,291,2,781.62,0.0,1
CUST00285,Champions,13,4,2158.18,0.0,10
CUST00286,At Risk,369,2,2027.25,1.0,1
CUST00287,Loyal Customers,69,6,6236.95,1.0,8
CUST00288,At Risk,110,2,1096.1,1.0,1
CUST00289,Potential Loyalists,5,2,811.06,0.0,5
CUST00290,Potential Loyalists,9,1,251.16,1.0,6
CUST00291,Loyal Customers,58,9,5604.34,3.0,4
CUST00292,Potential Loyalists,43,1,657.91,1.0,6
CUST00293,At Risk,230,3,1699.71,0.0,3
CUST00294,At Risk,102,1,1714.42,0.0,15
CUST00295,Potential Loyalists,16,2,2000.29,0.0,2
CUST00296,Loyal Customers,132,4,1989.83,0.0,2
CUST00297,At Risk,154,1,1130.29,1.0,13
CUST00298,At Risk,201,1,1122.99,0.0,6
CUST00299,Loyal Customers,343,4,2302.1800000000003,2.0,0
CUST00300,Champions,5,4,2276.6099999999997,0.0,5
CUST00301,Champions,9,7,7023.07,3.0,7
CUST00302,Loyal Customers,148,4,2534.0,3.0,4
CUST00303,Loyal Customers,48,5,3674.2,2.0,6
CUST00304,At Risk,87,3,2837.27,1.0,4
CUST00305,At Risk,166,1,531.59,0.0,6
CUST00306,Champions,19,5,3658.35,2.0,2
CUST00307,Potential Loyalists,32,3,2114.17,1.0,0
CUST00308,Potential Loyalists,66,2,1535.15,0.0,7
CUST00309,Potential Loyalists,8,3,2731.6099999999997,0.0,13
CUST00310,Potential Loyalists,22,1,578.27,1.0,5
CUST00311,Potential Loyalists,48,1,1336.82,0.0,4
CUST00312,Potential Loyalists,64,1,486.27,0.0,9
CUST00313,At Risk,162,1,769.77,1.0,16
CUST00314,Potential Loyalists,16,1,560.98,0.0,0
CUST00315,Champions,17,10,10137.960000000001,2.0,11
CUST00316,At Risk,97,2,1079.82,1.0,1
CUST00317,At Risk,100,1,1353.24,0.0,8
CUST00318,Loyal Customers,47,5,5959.01,1.0,2
CUST00319,Loyal Customers,147,6,2585.4700000000003,0.0,0
CUST00320,Champions,25,7,5001.34,1.0,10
CUST00321,Loyal Customers,116,6,3100.54,2.0,1
CUST00322,Champions,4,5,3351.86,0.0,5
CUST00323,Champions,5,8,7225.06,0.0,6
CUST00324,Loyal Customers,274,4,6039.5599999999995,2.0,0
CUST00325,Potential Loyalists,44,3,3542.89,0.0,6
CUST00326,At Risk,124,3,1868.65,1.0,7
CUST00327,Potential Loyalists,2,3,1087.67,0.0,7
CUST00328,At Risk,322,1,371.68,0.0,2
CUST00329,Potential Loyalists,1,1,299.28,0.0,1
CUST00330,Potential Loyalists,74,3,1307.8000000000002,1.0,1
CUST00331,Loyal Customers,151,5,3450.66,2.0,1
CUST00332,Potential Loyalists,24,2,2059.8,2.0,0
CUST00333,Potential Loyalists,75,1,870.15,0.0,3
CUST00334,Potential Loyalists,85,3,2170.31,1.0,2
CUST00335,At Risk,148,3,2480.1,2.0,7
CUST00336,Champions,29,4,1900.82,0.0,5
CUST00337,Potential Loyalists,7,2,1887.73,1.0,2
CUST00338,Potential Loyalists,12,1,887.38,1.0,6
CUST00339,Loyal Customers,92,4,2671.88,1.0,13
CUST00340,Champions,46,8,5565.53,1.0,8
CUST00341,Potential Loyalists,19,1,790.16,0.0,11
CUST00342,Potential Loyalists,1,3,2620.58,1.0,9
CUST00343,Loyal Customers,94,5,2489.52,0.0,7
CUST00344,Loyal Customers,189,5,4461.57,4.0,5
CUST00345,Champions,3,5,5510.36,1.0,15
CUST00346,Loyal Customers,72,11,10011.3,2.0,13
CUST00347,Loyal Customers,184,4,3311.46,1.0,8
CUST00348,Potential Loyalists,1,3,2509.74,0.0,14
CUST00349,Loyal Customers,74,4,3794.38,0.0,2
CUST00350,Potential Loyalists,41,1,537.51,0.0,18
CUST00351,Champions,9,7,7447.2,3.0,4
CUST00352,Potential Loyalists,27,1,1000.77,0.0,13
CUST00353,Loyal Customers,118,4,1755.1200000000001,1.0,4
CUST00354,Champions,36,5,2894.64,1.0,4
CUST00355,Loyal Customers,171,4,3405.2,2.0,4
CUST00356,Champions,7,5,2474.34,2.0,10
CUST00357,Potential Loyalists,42,1,513.15,1.0,9
CUST00358,At Risk,101,2,1523.3600000000001,1.0,4
CUST00359,Champions,3,8,6332.549999999999,0.0,0
CUST00360,Champions,2,6,8052.9800000000005,0.0,1
CUST00361,At Risk,169,1,361.04,1.0,3
CUST00362,Champions,23,4,2137.19,1.0,12
CUST00363,Potential Loyalists,27,1,413.99,1.0,2
CUST00364,At Risk,359,3,2049.88,2.0,0
CUST00365,At Risk,158,1,1015.06,0.0,7
CUST00366,Loyal Customers,92,4,5279.17,1.0,2
CUST00367,At Risk,212,1,884.81,0.0,1
CUST00368,Potential Loyalists,55,1,348.81,1.0,7
CUST00369,Potential Loyalists,71,3,2263.62,0.0,7
CUST00370,At Risk,172,1,452.14,0.0,8
CUST00371,At Risk,124,3,2631.54,1.0,4
CUST00372,Potential Loyalists,56,1,431.11,1.0,2
CUST00373,Potential Loyalists,73,2,1612.8899999999999,0.0,9
CUST00374,At Risk,219,2,795.8299999999999,1.0,0
CUST00375,Loyal Customers,85,6,3564.29,1.0,2
CUST00376,Champions,45,8,5532.45,0.0,5
CUST00377,Loyal Customers,80,4,2214.32,0.0,10
CUST00378,At Risk,99,1,1622.32,0.0,4
CUST00379,Potential Loyalists,75,2,1029.97,0.0,2
CUST00380,Champions,39,6,3460.9,1.0,8
CUST00381,At Risk,182,1,597.86,1.0,2
CUST00382,Potential Loyalists,45,2,766.55,0.0,6
CUST00383,Champions,8,6,4050.1099999999997,3.0,14
CUST00384,Potential Loyalists,26,1,470.31,0.0,0
CUST00385,Loyal Customers,63,7,5606.02,3.0,6
CUST00386,Champions,0,6,4989.88,1.0,13
CUST00387,Potential Loyalists,40,1,721.21,0.0,1
CUST00388,Champions,37,5,2574.36,1.0,6
CUST00389,Champions,14,9,6570.38,3.0,11
CUST00390,Potential Loyalists,54,2,1639.4299999999998,1.0,4
CUST00391,Potential Loyalists,1,3,2830.86,0.0,4
CUST00392,Loyal Customers,133,7,5290.95,0.0,4
CUST00393,Potential Loyalists,12,2,2231.04,1.0,5
CUST00394,Potential Loyalists,1,1,404.19,1.0,12
CUST00395,Potential Loyalists,35,3,1418.71,1.0,12
CUST00396,Champions,10,5,3031.7799999999997,1.0,10
CUST00397,Loyal Customers,79,11,9647.73,4.0,3
CUST00398,Champions,8,4,2823.02,1.0,11
CUST00399,Loyal Customers,262,4,2749.65,0.0,3
CUST00400,Potential Loyalists,44,1,402.05,0.0,9
CUST00401,Potential Loyalists,66,1,568.99,1.0,2
CUST00402,At Risk,132,3,1410.06,1.0,1
CUST00403,Potential Loyalists,21,2,2029.3200000000002,0.0,15
CUST00404,Loyal Customers,193,6,4631.52,2.0,1
CUST00405,Potential Loyalists,2,1,282.03,1.0,4
CUST00406,Potential Loyalists,10,3,997.27,1.0,10
CUST00407,Potential Loyalists,18,1,1569.01,0.0,0
CUST00408,Champions,40,7,4155.91,4.0,0
CUST00409,Loyal Customers,58,7,4946.35,3.0,11
CUST00410,Potential Loyalists,1,2,1365.22,1.0,16
CUST00411,At Risk,253,1,1756.76,0.0,1
CUST00412,At Risk,529,1,1486.51,0.0,0
CUST00413,Potential Loyalists,26,3,1644.89,2.0,16
CUST00414,Potential Loyalists,3,1,311.44,1.0,5
CUST00415,At Risk,120,2,2282.07,1.0,1
CUST00416,Potential Loyalists,28,2,1020.28,1.0,4
CUST00417,Loyal Customers,151,4,2750.0299999999997,0.0,0
CUST00418,Potential Loyalists,5,2,1919.75,1.0,8
CUST00419,At Risk,98,2,1795.1,0.0,12
CUST00420,Champions,18,4,4050.29,1.0,14
CUST00421,Champions,0,7,5557.389999999999,2.0,4
CUST00422,At Risk,125,2,1075.03,0.0,7
CUST00423,At Risk,135,3,2349.76,0.0,1
CUST00424,At Risk,113,2,1297.49,1.0,5
CUST00425,At Risk,113,2,1502.44,0.0,12
CUST00426,Potential Loyalists,77,2,1478.25,0.0,8
CUST00427,Potential Loyalists,1,2,331.53,1.0,4
CUST00428,Loyal Customers,74,5,2817.05,1.0,1
CUST00429,Potential Loyalists,6,1,432.48,1.0,13
CUST00430,Potential Loyalists,22,3,2369.81,0.0,0
CUST00431,At Risk,154,2,903.65,0.0,1
CUST00432,Loyal Customers,112,4,5036.07,0.0,9
CUST00433,Champions,36,6,4884.34,4.0,10
CUST00434,At Risk,293,2,1034.35,0.0,2
CUST00435,At Risk,200,3,1740.56,1.0,1
CUST00436,Loyal Customers,49,4,2770.92,0.0,2
CUST00437,At Risk,151,1,729.22,0.0,0
CUST00438,Potential Loyalists,64,3,2466.39,3.0,6
CUST00439,At Risk,119,3,1981.34,1.0,7
CUST00440,Potential Loyalists,64,1,325.03,1.0,5
CUST00441,At Risk,211,1,786.67,1.0,1
CUST00442,Loyal Customers,69,8,4905.34,1.0,2
CUST00443,At Risk,265,3,1694.35,0.0,2
CUST00444,At Risk,232,1,520.84,0.0,1
CUST00445,Potential Loyalists,26,1,1594.8,0.0,4
CUST00446,Potential Loyalists,26,1,521.16,0.0,9
CUST00447,Champions,36,7,3091.4,2.0,6
CUST00448,Loyal Customers,136,5,4291.91,3.0,11
CUST00449,At Risk,209,2,661.52,0.0,1
CUST00450,Potential Loyalists,44,1,862.9,0.0,5
CUST00451,Champions,29,4,3636.0,2.0,3
CUST00452,Loyal Customers,256,6,1929.85,1.0,2
CUST00453,Champions,17,4,3032.93,1.0,1
CUST00454,Champions,13,4,2655.42,2.0,17
CUST00455,At Risk,273,3,1616.76,1.0,0
CUST00456,Loyal Customers,147,4,3440.2,1.0,0
CUST00457,At Risk,321,2,1371.21,0.0,1
CUST00458,Potential Loyalists,4,2,1371.81,0.0,4
CUST00459,At Risk,237,3,2928.0299999999997,2.0,5
CUST00460,Champions,19,11,9241.95,1.0,8
CUST00461,Loyal Customers,194,4,1579.47,0.0,3
CUST00462,Potential Loyalists,35,3,2689.5,1.0,2
CUST00463,Champions,29,4,5048.68,0.0,0
CUST00464,Loyal Customers,106,10,6495.79,3.0,6
CUST00465,At Risk,177,1,1298.74,0.0,3
CUST00466,Champions,25,10,5238.91,2.0,9
CUST00467,Potential Loyalists,3,2,1180.98,0.0,7
CUST00468,At Risk,198,2,1077.8600000000001,1.0,1
CUST00469,Potential Loyalists,19,3,1886.95,0.0,8
CUST00470,Loyal Customers,166,5,3508.62,2.0,1
CUST00471,At Risk,126,1,307.23,0.0,5
CUST00472,At Risk,114,3,2846.8,0.0,0
CUST00473,Loyal Customers,121,6,3513.72,2.0,0
CUST00474,Potential Loyalists,22,3,1652.35,1.0,5
CUST00475,Champions,39,9,6914.04,0.0,2
CUST00476,Loyal Customers,140,7,6233.25,3.0,6
CUST00477,Loyal Customers,60,4,3034.67,0.0,2
CUST00478,Potential Loyalists,31,2,862.04,0.0,8
CUST00479,At Risk,269,1,319.34,1.0,5
CUST00480,Loyal Customers,148,7,4227.82,0.0,2
CUST00481,Potential Loyalists,43,2,934.12,0.0,10
CUST00482,Champions,32,4,2177.14,0.0,15
CUST00483,Loyal Customers,107,7,4120.83,1.0,3
CUST00484,Loyal Customers,62,5,5407.55,3.0,9
CUST00485,Loyal Customers,228,5,2971.02,2.0,1
CUST00486,Potential Loyalists,44,1,810.16,0.0,10
CUST00487,Champions,29,7,2642.71,6.0,2
CUST00488,Loyal Customers,217,4,2427.65,0.0,8
CUST00489,At Risk,210,1,963.44,0.0,10
CUST00490,Potential Loyalists,7,1,557.54,1.0,8
CUST00491,At Risk,97,1,540.89,1.0,10
CUST00492,Loyal Customers,61,6,5426.94,1.0,0
CUST00493,At Risk,108,2,1757.06,1.0,10
CUST00494,Potential Loyalists,11,1,660.15,0.0,6
